title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin
"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",Can a Boy-Girl Friendship Survive?,TV,12.0,24.0,LIGHT_NOVEL,SPRING,Comedy;Romance,Love Triangle;Heterosexual;School;Horticulture;Male Protagonist;Unrequited Love;Fashion;Coming of Age;Work;Primarily Teen Cast,65.0,2025-04-04,JP
Everyday Host,,TV_SHORT,24.0,4.0,MANGA,SPRING,Comedy,Slapstick;Work;Primarily Male Cast;Primarily Adult Cast;Male Protagonist;Shoujo,62.0,2025-04-05,JP
GUILTY GEAR STRIVE: DUAL RULERS,GUILTY GEAR STRIVE: DUAL RULERS,TV,8.0,24.0,VIDEO_GAME,SPRING,Action;Sci-Fi,Super Power;Full CGI;Post-Apocalyptic;Magic;Conspiracy;Family Life;Cosmic Horror;Coming of Age;LGBTQ+ Themes;Demons,57.0,2025-04-05,JP
Enen no Shouboutai: San no Shou,Fire Force Season 3,TV,12.0,24.0,MANGA,SPRING,Action;Drama;Sci-Fi;Supernatural,Post-Apocalyptic;Cult;Male Protagonist;Dystopian;Conspiracy;Super Power;Demons;Ensemble Cast;Shounen;Firefighters,78.0,2025-04-05,JP
SHIBUYA♡HACHI Part 3,,TV_SHORT,13.0,3.0,ORIGINAL,SPRING,Slice of Life,Kids;Animals;Primarily Animal Cast,53.0,2025-04-05,JP
Kowloon Generic Romance,KOWLOON GENERIC ROMANCE,TV,13.0,25.0,MANGA,SPRING,Drama;Mystery;Romance;Sci-Fi;Slice of Life,Denpa;Dystopian;Conspiracy;Primarily Adult Cast;Female Protagonist;Urban;Heterosexual;Amnesia;Clone;Foreign,72.0,2025-04-05,JP
Kuroshitsuji: Midori no Majo-hen,Black Butler: Emerald Witch Arc,TV,13.0,24.0,MANGA,SPRING,Action;Comedy;Fantasy;Mystery;Supernatural,Butler;Demons;Crime;Historical;Disability;Witch;Anti-Hero;Orphan;Ojou-sama;Foreign,81.0,2025-04-05,JP
Kaijuu Sekai Seifuku,,TV_SHORT,46.0,3.0,ORIGINAL,SPRING,Slice of Life,Kaiju;Chibi;Iyashikei;Primarily Animal Cast;Aliens;Animals,,2025-04-05,JP
Anne Shirley,Anne Shirley,TV,24.0,24.0,OTHER,SPRING,Drama;Slice of Life,Orphan;Female Protagonist;Coming of Age;Classic Literature;Parenthood;Rural;Historical;Iyashikei;Shoujo;Heterosexual,76.0,2025-04-05,JP
"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita: Sono ni",I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2,TV,12.0,24.0,LIGHT_NOVEL,SPRING,Comedy;Fantasy;Slice of Life,Female Protagonist;Primarily Female Cast;Cute Girls Doing Cute Things;Witch;Iyashikei;Isekai;Found Family;Yuri;Female Harem;Episodic,67.0,2025-04-05,JP
Shin Samurai-den YAIBA,YAIBA: Samurai Legend,TV,24.0,24.0,MANGA,SPRING,Action;Adventure;Comedy;Fantasy,Samurai;Swordplay;Shounen;Male Protagonist;Super Power;Demons;Anthropomorphism;Animals;Shapeshifting;Achromatic,71.0,2025-04-05,JP
"Katainaka no Ossan, Kensei ni Naru",From Old Country Bumpkin to Master Swordsman,TV,12.0,23.0,LIGHT_NOVEL,SPRING,Action;Adventure;Comedy;Fantasy,Medieval;Teacher;Swordplay;Seinen;Male Protagonist;Family Life;Female Harem;CGI;Magic;Coming of Age,69.0,2025-04-05,JP
Oshiri Tantei 9,,TV,8.0,20.0,OTHER,SPRING,Comedy;Fantasy;Mystery,,61.0,2025-04-05,JP
Masuda Kousuke Gekijou Gag Manga Biyori GO,Gag Manga Biyori GO,TV_SHORT,12.0,4.0,MANGA,SPRING,Comedy,Shounen;Parody;Surreal Comedy,53.0,2025-04-05,JP
Go! Go! Vehicle Zoo: Norimono Star-hen,,TV_SHORT,13.0,3.0,OTHER,SPRING,Slice of Life,Cars;Kids,53.0,2025-04-06,JP
CLASSIC★STARS,Classic★Stars,TV,13.0,24.0,OTHER,SPRING,Music,Classical Music;School;Primarily Male Cast;Idol;Boys' Love;Ice Skating;LGBTQ+ Themes,50.0,2025-04-06,JP
Kanchigai no Atelier Meister Mini Anime,,ONA,14.0,2.0,LIGHT_NOVEL,SPRING,Comedy,,48.0,2025-04-06,JP
Lazarus,LAZARUS,TV,13.0,24.0,ORIGINAL,SPRING,Action;Sci-Fi,Ensemble Cast;Crime;Medicine;Urban;Fugitive;Environmental;Drugs;Anti-Hero;Found Family;Male Protagonist,70.0,2025-04-06,JP
Maebashi Witches,Maebashi Witches,TV,12.0,24.0,ORIGINAL,SPRING,Drama;Mahou Shoujo;Music;Supernatural,Female Protagonist;Magic;Witch;Idol;Primarily Female Cast;Coming of Age;Primarily Teen Cast;Body Image;CGI;Dancing,67.0,2025-04-06,JP
Witch Watch,WITCH WATCH,TV,25.0,24.0,MANGA,SPRING,Comedy;Drama;Fantasy;Romance;Slice of Life;Supernatural,Witch;Magic;Slapstick;Found Family;Primarily Teen Cast;Heterosexual;Episodic;Urban Fantasy;Cohabitation;Surreal Comedy,72.0,2025-04-06,JP
Himitsu no AiPri: Ring-hen,,TV,45.0,24.0,OTHER,SPRING,Music;Slice of Life,Idol;Yuri;School;Ensemble Cast;Virtual World;CGI;Boarding School;Henshin;Kids;Female Protagonist,58.0,2025-04-06,JP
Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,The Gorilla God’s Go-To Girl,TV,12.0,23.0,OTHER,SPRING,Comedy;Fantasy;Romance,Female Protagonist;Shoujo;Super Power;Male Harem;Animals;Medieval;Heterosexual;Shapeshifting;Gods;Slapstick,64.0,2025-04-06,JP
Shoushimin Series 2nd Season,SHOSHIMIN: How to become Ordinary Season 2,TV,12.0,23.0,OTHER,SPRING,Mystery;Psychological;Slice of Life,Detective;Crime;Conspiracy;Unrequited Love;Female Protagonist;Revenge;School Club;Ensemble Cast;School;Primarily Teen Cast,81.0,2025-04-06,JP
Ore wa Seikan Kokka no Akutoku Ryoushu! ,I'm the Evil Lord of an Intergalactic Empire!,TV,12.0,24.0,LIGHT_NOVEL,SPRING,Action;Adventure;Comedy;Ecchi;Fantasy;Mecha;Romance;Sci-Fi,Isekai;Space;Swordplay;Cheating;Male Protagonist;Maids;Super Robot;Politics;Female Harem;Pirates,68.0,2025-04-06,JP
Uma Musume: Cinderella Gray,Umamusume: Cinderella Gray,TV,13.0,24.0,MANGA,SPRING,Drama;Sports,Athletics;Primarily Female Cast;Female Protagonist;Kemonomimi;Seinen;Idol;Yuri;Cute Girls Doing Cute Things;LGBTQ+ Themes,85.0,2025-04-06,JP
Sai-Kyo-Oh! Zukan: The Ultimate Tournament,,TV_SHORT,45.0,11.0,OTHER,SPRING,Action,Ensemble Cast;Animals;Dinosaurs;Dragons;Full CGI;Educational,,2025-04-06,JP
Koupen-chan,,TV_SHORT,46.0,1.0,ORIGINAL,SPRING,Slice of Life,Iyashikei;Animals;Primarily Animal Cast;Episodic;Chibi;Agender;Educational;Body Horror,68.0,2025-04-06,JP
Princess-Session Orchestra,,TV,47.0,24.0,ORIGINAL,SPRING,Action;Mahou Shoujo;Music,Henshin;Idol;Kids;Super Power;Female Protagonist;Dancing;Primarily Female Cast;Magic;Superhero;Fairy,64.0,2025-04-06,JP
Aharen-san wa Hakarenai Season 2,Aharen-san wa Hakarenai Season 2,TV,12.0,24.0,MANGA,SPRING,Comedy;Romance;Slice of Life,Kuudere;School;Surreal Comedy;Male Protagonist;Female Protagonist;Primarily Teen Cast;Heterosexual;Shounen;Slapstick;Episodic,74.0,2025-04-07,JP
Vigilante: Boku no Hero Academia ILLEGALS,My Hero Academia: Vigilantes,TV,13.0,24.0,MANGA,SPRING,Action;Adventure;Drama;Fantasy,Urban Fantasy;Urban;Super Power;Superhero;Shounen;Crime;Male Protagonist;Anti-Hero;Fugitive;Idol,76.0,2025-04-07,JP
Summer Pockets,Summer Pockets,TV,26.0,24.0,VISUAL_NOVEL,SPRING,Drama;Romance;Slice of Life;Supernatural,Rural;Urban Fantasy;Male Protagonist;Coastal;Family Life;Time Loop;Heterosexual;Age Regression;Coming of Age;Memory Manipulation,71.0,2025-04-07,JP
Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita Mini Anime Gekijou,,TV_SHORT,12.0,12.0,MANGA,SPRING,Comedy;Ecchi;Fantasy;Romance,Chibi,47.0,2025-04-07,JP
Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita,Yandere Dark Elf: She Chased Me All the Way From Another World!,TV_SHORT,12.0,12.0,MANGA,SPRING,Comedy;Ecchi;Fantasy;Romance,Elf;Large Breasts;Tanned Skin;Nudity;Male Protagonist;Yandere;Heterosexual;Female Protagonist;Isekai;MILF,52.0,2025-04-07,JP
Yatara Yarashii Fukami-kun,Unexpectedly Naughty Fukami,ONA,8.0,6.0,MANGA,SPRING,Comedy;Romance,Anal Sex;Boys' Love;LGBTQ+ Themes;Office;Urban;Male Protagonist,63.0,2025-04-07,JP
Kakushite! Makina-san!!,Kakushite! Makina-san!,TV_SHORT,12.0,12.0,MANGA,SPRING,Comedy;Ecchi;Mecha;Romance;Sci-Fi,Seinen;Artificial Intelligence;Nudity;Robots;Male Protagonist;Female Protagonist;Heterosexual;School;LGBTQ+ Themes,52.0,2025-04-07,JP
Zatsu Tabi: That's Journey,ZatsuTabi -That's Journey-,TV,12.0,24.0,MANGA,SPRING,Adventure;Comedy;Drama;Slice of Life,Travel;Female Protagonist;Primarily Female Cast;Iyashikei;Cute Girls Doing Cute Things;Primarily Adult Cast;Seinen;Drawing;LGBTQ+ Themes;Trains,67.0,2025-04-07,JP
Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Toiteshimau kara.,The Mononoke Lecture Logs of Chuzenji-sensei: He Just Solves All the Mysteries,TV,12.0,24.0,MANGA,SPRING,Mystery;Psychological;Supernatural,Shounen;Detective;Female Protagonist;Rural;Episodic;Teacher;Historical;School;Male Protagonist;Acting,61.0,2025-04-07,JP
Chibizenji-sensei Inokori Kougiroku,,ONA,12.0,2.0,MANGA,SPRING,Comedy;Mystery,,48.0,2025-04-08,JP
Shiunji-ke no Kodomotachi,The Shiunji Family Children,TV,12.0,24.0,MANGA,SPRING,Comedy;Romance,Inseki;Female Harem;Heterosexual;Primarily Female Cast;Adoption;Male Protagonist;Seinen;Coming of Age;Tsundere;Kuudere,70.0,2025-04-08,JP
Chikuwa Senki: Ore no Kawaii de Chikyuu Shinryaku ,,TV_SHORT,12.0,3.0,MANGA,SPRING,Comedy;Sci-Fi,Flash,53.0,2025-04-08,JP
#Compass 2.0－Sentou Setsuri Kaiseki System,#COMPASS2.0 ANIMATION PROJECT,TV,12.0,24.0,VIDEO_GAME,SPRING,Action;Sci-Fi,Virtual World;Vocal Synth;Video Games;Anachronism;Anti-Hero;Robots;Urban Fantasy;Male Protagonist;Idol;Chibi,50.0,2025-04-08,JP
Apocalypse Hotel,Apocalypse Hotel,TV,12.0,23.0,ORIGINAL,SPRING,Comedy;Sci-Fi;Slice of Life,Post-Apocalyptic;Robots;Work;Female Protagonist;Inn;Anthropomorphism;Urban;Artificial Intelligence;Surreal Comedy;Aliens,80.0,2025-04-09,JP
Zenryoku Usagi Season 2,,TV_SHORT,12.0,5.0,MANGA,SPRING,Comedy,Primarily Animal Cast;Anthropomorphism;Animals;Work;Kids,53.0,2025-04-09,JP
HANA-Doll*: Reinterpretation of Flowering,,TV,12.0,24.0,OTHER,SPRING,Music;Mystery;Psychological,Male Protagonist;Primarily Adult Cast;Primarily Male Cast;Idol;Estranged Family;Medicine;Conspiracy;Work;Tsundere;Adoption,50.0,2025-04-09,JP
Kidou Senshi Gundam GQuuuuuuX,Mobile Suit Gundam GQuuuuuuX,TV,12.0,25.0,ORIGINAL,SPRING,Action;Drama;Mecha;Sci-Fi,Space;Female Protagonist;Real Robot;Conspiracy;Heterosexual;Cyberpunk;Robots;Guns;Space Opera;Super Robot,69.0,2025-04-09,JP
Ninja to Koroshiya no Futarigurashi,A Ninja and an Assassin Under One Roof,TV,12.0,24.0,MANGA,SPRING,Comedy,Female Protagonist;Primarily Female Cast;Ninja;Assassins;Slapstick;Urban;Cute Girls Doing Cute Things;Anti-Hero;Surreal Comedy;Fugitive,76.0,2025-04-10,JP
MOONRISE,Moonrise,ONA,18.0,28.0,ORIGINAL,SPRING,Action;Adventure;Sci-Fi,Space;Dystopian;Urban Fantasy;Robots;Artificial Intelligence;Male Protagonist;CGI;War;Orphan;Military,65.0,2025-04-10,JP
Uchuujin MuuMuu,Me and the Alien MuMu,TV,24.0,24.0,MANGA,SPRING,Comedy;Mystery;Sci-Fi;Slice of Life,Educational;Aliens;Animals;College;Female Protagonist;Primarily Adult Cast;Seinen;School Club,62.0,2025-04-10,JP
Teogonia,Teogonia,TV,12.0,24.0,LIGHT_NOVEL,SPRING,Action;Fantasy,Survival;Male Protagonist;Magic;Anthropomorphism;Rural;Gods;Isekai;Language Barrier;Class Struggle;Amnesia,67.0,2025-04-12,JP
Hibi wa Sugiredo Meshi Umashi,Food for the Soul,TV,12.0,24.0,ORIGINAL,SPRING,Comedy;Slice of Life,School Club;Cute Girls Doing Cute Things;Primarily Adult Cast;Female Protagonist;Food;Primarily Female Cast;College;Iyashikei;Ensemble Cast;Outdoor Activities,77.0,2025-04-13,JP
mono,mono,TV,12.0,24.0,MANGA,SPRING,Comedy;Slice of Life,Travel;Cute Girls Doing Cute Things;Female Protagonist;Episodic;Iyashikei;Primarily Female Cast;Primarily Teen Cast;School Club;Food;Meta,76.0,2025-04-13,JP
Sentai Daishikkaku 2nd Season,Go! Go! Loser Ranger! Season 2,TV,12.0,23.0,MANGA,SPRING,Action;Comedy;Drama;Sci-Fi,Shounen;Urban;Urban Fantasy;Henshin;Monster Boy;Tokusatsu;Anti-Hero;Revenge;Shapeshifting;Espionage,69.0,2025-04-13,JP
YouTuNya 3,,TV_SHORT,10.0,2.0,ORIGINAL,SPRING,Comedy;Slice of Life,Animals;Primarily Animal Cast;Episodic,53.0,2025-04-15,JP
Lycoris Recoil: Friends are thieves of time.,Lycoris Recoil -Friends are thieves of time.-,ONA,6.0,4.0,ORIGINAL,SPRING,Comedy;Slice of Life,Cute Girls Doing Cute Things;Episodic;Restaurant;Primarily Female Cast;Kuudere;Urban;Work;Female Protagonist;Guns;Yuri,78.0,2025-04-16,JP
Boku to Roboco Movie,,MOVIE,1.0,64.0,MANGA,SPRING,Comedy;Slice of Life,Maids;Robots;Shounen;Henshin;Parody;Revenge;Super Power;Surreal Comedy,73.0,2025-04-18,JP
Meitantei Conan: Sekigan no Flashback,,MOVIE,1.0,110.0,ORIGINAL,SPRING,Mystery,Detective;Police;Snowscape;Crime;Male Protagonist;Espionage;Amnesia;Disability,73.0,2025-04-18,JP
Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,SHIROHIYO - Reincarnated as a Neglected Noble: Raising My Baby Brother With Memories From My Past Life,ONA,12.0,24.0,LIGHT_NOVEL,SPRING,Comedy;Fantasy;Slice of Life,Gods;Disability;Elf;Isekai;Estranged Family;Maids;Male Protagonist;Family Life,64.0,2025-04-20,JP
Bousei no Volicia Dai Ni Shou: Gunjou,,MOVIE,1.0,42.0,ORIGINAL,SPRING,Action;Mecha;Romance;Sci-Fi,Yuri;Space;Aliens;Gods;LGBTQ+ Themes;School;Primarily Female Cast;Urban Fantasy;Coastal;Swordplay,73.0,2025-04-21,JP
Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),ONA,1.0,4.0,OTHER,SPRING,Action;Fantasy,Episodic;Card Battle;Advertisement;Female Protagonist;Super Robot;Real Robot;Shapeshifting;Anthropomorphism;Travel;Nekomimi,58.0,2025-04-21,JP
Hyakushou Kizoku 2nd Season OVA,,OVA,2.0,5.0,MANGA,SPRING,Comedy;Slice of Life,Shoujo;Agriculture;Autobiographical,55.0,2025-04-23,JP
Fuuki Iin to Fuuzoku Katsudou,,OVA,1.0,16.0,OTHER,SPRING,Hentai,School;Large Breasts;Tanned Skin;Female Protagonist;Male Protagonist;Boobjob;Fellatio;Nakadashi,70.0,2025-04-25,JP
Notto Sexaroid Eurie!,,OVA,1.0,15.0,VIDEO_GAME,SPRING,Hentai,Artificial Intelligence;Rape;Female Protagonist;Anal Sex;Double Penetration,52.0,2025-04-25,JP
Amai Ijiwaru,,OVA,1.0,24.0,ORIGINAL,SPRING,Hentai,,56.0,2025-04-25,JP
Tsurezure PoPiPa,,ONA,10.0,1.0,OTHER,SPRING,Comedy;Slice of Life,Cute Girls Doing Cute Things;School;Female Protagonist;Primarily Female Cast;Food;Tsundere;Episodic;Primarily Teen Cast,55.0,2025-04-28,JP
Umayuru: Pretty Gray,,ONA,4.0,3.0,VIDEO_GAME,SPRING,Comedy;Slice of Life,Chibi;Primarily Female Cast;Kemonomimi;Cute Girls Doing Cute Things;Food;Detective;Athletics,67.0,2025-04-30,JP
Tabekko Doubutsu THE MOVIE,Dream Animals THE MOVIE,MOVIE,1.0,90.0,OTHER,SPRING,Action;Adventure;Fantasy,,73.0,2025-05-01,JP
Boku no Risou no Isekai Seikatsu,,OVA,3.0,16.0,OTHER,SPRING,Hentai,Kemonomimi;Isekai;Female Harem;Slavery;Nekomimi;Flat Chest;Bisexual;LGBTQ+ Themes,64.0,2025-05-02,JP
Uta no☆Prince-sama♪ TABOO NIGHT XXXX,,MOVIE,1.0,56.0,VIDEO_GAME,SPRING,Music,Idol;Primarily Adult Cast;CGI;Primarily Male Cast;Ensemble Cast,73.0,2025-05-09,JP
Kemonokko Tsuushin: The Animation - Tanukiko Pokora,,ONA,1.0,14.0,MANGA,SPRING,Hentai,Kemonomimi;Anal Sex;Cunnilingus;Food,56.0,2025-05-11,JP
Synapusyu THE MOVIE: Pushu Hoppe Dancing PARTY,,MOVIE,1.0,55.0,OTHER,SPRING,Adventure;Fantasy,,73.0,2025-05-16,JP
Terra Live,U Takes Terra,ONA,8.0,7.0,VIDEO_GAME,SPRING,Comedy;Slice of Life,VTuber;Female Protagonist;Chibi;Travel;Slapstick;Kemonomimi;Episodic,65.0,2025-05-16,JP
Mumei no Jinsei,,MOVIE,1.0,93.0,ORIGINAL,SPRING,Drama;Music;Psychological,,73.0,2025-05-16,JP
Dragon Heart: Reikai Tanbouki,,MOVIE,1.0,119.0,ORIGINAL,SPRING,Fantasy;Supernatural,,73.0,2025-05-23,JP
Princess Principal: Crown Handler - Chapter 4,,MOVIE,1.0,59.0,ORIGINAL,SPRING,Action;Adventure;Mystery;Sci-Fi,Espionage;Female Protagonist;Foreign;Politics;Primarily Female Cast;Primarily Teen Cast;Steampunk;Conspiracy;Royal Affairs;Urban,61.0,2025-05-23,JP
Kaitou Queen no Yuuga na Vacances,,MOVIE,1.0,88.0,OTHER,SPRING,Mystery,Crime;Detective,73.0,2025-05-23,JP
Q,,MOVIE,1.0,8.0,ORIGINAL,SPRING,,,73.0,2025-05-30,JP
Inshoku-Ou Demar,,OVA,1.0,30.0,ORIGINAL,SPRING,Hentai,Tentacles;Rape;Monster Boy;Double Penetration;Fellatio,53.0,2025-05-30,JP
Jujutsu Kaisen: Kaigyoku・Gyokusetsu,JUJUTSU KAISEN: Hidden Inventory / Premature Death – The Movie,MOVIE,1.0,111.0,MANGA,SPRING,Action;Drama;Supernatural,Urban Fantasy;Curses;Shounen;Exorcism;Super Power;Demons;Criminal Organization;Found Family,83.0,2025-05-30,JP
Kuro Gal A La Carte,,OVA,1.0,20.0,MANGA,SPRING,Hentai;Romance,Tanned Skin;Gyaru;Fellatio;Virginity;Teens' Love;Mating Press;Nakadashi,60.0,2025-06-06,JP
JUNK WORLD,,MOVIE,1.0,105.0,ORIGINAL,SPRING,Action;Adventure;Sci-Fi;Thriller,Philosophy;Stop Motion,73.0,2025-06-13,JP
Aikatsu! Memorial Stage: Kagayaki no Unit Cup,,MOVIE,1.0,93.0,OTHER,SPRING,Music,Idol;Female Protagonist;Primarily Female Cast;Fashion;Acting;Kids;School;CGI,73.0,2025-06-20,JP
Asa made Shirudaku Oyakodon!!,,OVA,2.0,20.0,MANGA,SPRING,Hentai,MILF;Flat Chest;Group Sex;Threesome;Incest;Bisexual;LGBTQ+ Themes,57.0,2025-06-20,JP
LUPIN THE IIIRD: Zenigata to Futari no Lupin,LUPIN THE IIIRD: Zenigata and the Two Lupins,ONA,1.0,54.0,OTHER,SPRING,Action;Adventure;Comedy;Mystery,Detective;Politics;Fugitive;Assassins;Male Protagonist;Primarily Adult Cast;Guns;Seinen;Nudity;Gore,70.0,2025-06-20,JP
Shinsei Galverse,,ONA,1.0,22.0,ORIGINAL,SUMMER,Sci-Fi,Advertisement;Gyaru;Tanned Skin;War;Space;Guns;Swordplay,45.0,2025-06-25,JP
Virgin Punk: Clockwork Girl,VIRGIN PUNK Clockwork Girl,MOVIE,1.0,40.0,ORIGINAL,SPRING,Action;Drama;Fantasy;Sci-Fi,Cyberpunk;Female Protagonist;Guns;Rape;Age Regression;Rotoscoping;Assassins;CGI;Nudity;Cyborg,65.0,2025-06-27,JP
Princess Burst!: Kiken-bi no Tanetsuke Haramase Shuuchi Battle!,,OVA,1.0,,VIDEO_GAME,SPRING,Hentai,Nudity;Rape;Wrestling,51.0,2025-06-27,JP
LUPIN THE IIIRD THE MOVIE: Fujimi no Ketsuzoku,LUPIN THE IIIRD THE MOVIE: The Immortal Bloodline,MOVIE,1.0,93.0,MANGA,SPRING,Action,Conspiracy,57.0,2025-06-27,JP
Yogoreta Kanojo,,OVA,1.0,16.0,MANGA,SPRING,Hentai,Netorase;Voyeur;Large Breasts;Fellatio;Nakadashi,61.0,2025-06-27,JP
Tonari no Kanojo,,OVA,1.0,16.0,MANGA,SPRING,Hentai,Netorare,58.0,2025-06-27,JP
Soreike! Anpanman: Chapon no Hero!,,MOVIE,1.0,59.0,ORIGINAL,SPRING,Comedy;Fantasy,,73.0,2025-06-27,JP
KING OF PRISM -Your Endless Call- Minna Kirameke! Prism☆Tours,,MOVIE,1.0,60.0,ORIGINAL,SUMMER,Music;Sports,Idol;Ice Skating;Primarily Male Cast;CGI,73.0,2025-06-27,JP
Kobayashi-san Chi no Maidragon Samishii Gariya no Ryuu,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,MOVIE,1.0,105.0,MANGA,SPRING,Drama;Fantasy;Slice of Life,Dragons;Magic;Found Family;Seinen;Female Protagonist;War;Maids;Yuri;LGBTQ+ Themes,77.0,2025-06-27,JP
Moto Kare to wa Dekinakatta Sex Shite mo Ii Desu ka?,,OVA,1.0,30.0,OTHER,SPRING,Hentai,Hypersexuality;Primarily Adult Cast;Masturbation;Sex Toys;Female Protagonist;Nudity;Nakadashi;Fellatio;Video Games,72.0,2025-06-27,JP
Takopii no Genzai,Takopi's Original Sin,ONA,6.0,23.0,MANGA,SUMMER,Drama;Psychological;Sci-Fi,Parenthood;Denpa;Bullying;Primarily Child Cast;Estranged Family;Suicide;Philosophy;Aliens;Female Protagonist;Revenge,87.0,2025-06-28,JP
Koujo Denka no Katei Kyoushi,Private Tutor to the Duke's Daughter,ONA,12.0,24.0,LIGHT_NOVEL,SUMMER,Drama;Fantasy;Romance,Magic;Female Harem;Royal Affairs;Boarding School;Cohabitation;School;Male Protagonist;Teacher;Kemonomimi;Blackmail,62.0,2025-06-29,JP
Necronomico no Cosmic Horror Show,Necronomico and the Cosmic Horror Show,TV,12.0,24.0,ORIGINAL,SUMMER,Comedy;Fantasy;Sci-Fi,Female Protagonist;Video Games;Virtual World;Death Game;Gods;Survival;Monster Boy;Monster Girl;Primarily Adult Cast;Yuri,55.0,2025-07-01,JP
Mattaku Saikin no Tantei to Kitara,Detectives These Days Are Crazy!,TV,12.0,24.0,MANGA,SUMMER,Comedy;Mystery,Slapstick;Surreal Comedy;Detective;Episodic;Crime;Ensemble Cast;Urban;Seinen;Police;Primarily Adult Cast,71.0,2025-07-01,JP
"Kanojo, Okarishimasu 4th Season",Rent-a-Girlfriend Season 4,ONA,12.0,24.0,MANGA,SUMMER,Comedy;Romance,Fake Relationship;Female Harem;Primarily Adult Cast;Heterosexual;Female Protagonist;Unrequited Love;Masturbation;Male Protagonist;Shounen;Urban,61.0,2025-07-01,JP
Jigoku Sensei Nube (2025),Hell Teacher: Jigoku Sensei Nube (2025),TV,13.0,23.0,MANGA,SUMMER,Action;Comedy;Horror;Supernatural,Teacher;Urban Fantasy;Youkai;Episodic;Primarily Child Cast;School;Shounen;Demons;Exorcism,64.0,2025-07-02,JP
Hitozuma no Kuchibiru wa Kan Chu-Hi no Aji ga Shite,Chuhai Lips: Canned Flavor of Married Women,TV_SHORT,8.0,5.0,MANGA,SUMMER,Comedy;Ecchi;Romance,Cheating;Nudity;MILF;Male Protagonist;Heterosexual;Primarily Adult Cast;Seinen;Inseki;Netori;Large Breasts,52.0,2025-07-02,JP
Chibi Godzilla no Gyakushuu 3,Chibi Godzilla Raids Again Season 3,TV_SHORT,34.0,3.0,OTHER,SUMMER,Comedy;Fantasy,Chibi;Kaiju,,2025-07-02,JP
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season,"Reborn as a Vending Machine, I Now Wander the Dungeon Season 2",TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Adventure;Comedy;Fantasy,Language Barrier;Isekai;Food;Magic;Dungeon;Parody;Male Protagonist;Anthropomorphism;Meta;Martial Arts,64.0,2025-07-02,JP
Clevatess: Majuu no Ou to Akago to Kabane no Yuusha,Clevatess,TV,12.0,24.0,MANGA,SUMMER,Action;Drama;Fantasy,Medieval;Magic;Swordplay;Parenthood;Adoption;Primarily Adult Cast;Revenge;Monster Boy;Orphan;Dystopian,78.0,2025-07-02,JP
Neko Konogoro: Tenka Toitsu-hen,,TV_SHORT,1.0,1.0,MANGA,SUMMER,Comedy,Royal Affairs;Animals;Historical,,2025-07-03,JP
Onmyo Kaiten Re:verse,Onmyo Kaiten Re:Birth Verse,TV,12.0,23.0,ORIGINAL,SUMMER,Action,Isekai;Time Loop;Tokusatsu;Delinquents;Male Protagonist;Kaiju;Historical;Shapeshifting;Martial Arts;Urban Fantasy,63.0,2025-07-03,JP
Tsuyokute New Saga,New Saga,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Adventure;Fantasy,Female Harem;Male Protagonist;Demons;Dragons;Heterosexual;Swordplay;Magic;Elf;Travel;Age Regression,65.0,2025-07-03,JP
Kamitsubaki-shi Kensetsuchuu.,KAMITSUBAKI CITY UNDER CONSTRUCTION,TV,13.0,23.0,OTHER,SUMMER,Music;Mystery;Supernatural,Full CGI;Female Protagonist;Vocal Synth;Post-Apocalyptic;Idol;Gore;CGI;Primarily Female Cast;Time Loop;Musical Theater,54.0,2025-07-03,JP
Ginga Tokkyuu Milky☆Subway,Milky☆Subway: The Galactic Limited Express,TV_SHORT,12.0,4.0,ORIGINAL,SUMMER,Adventure;Comedy;Fantasy;Sci-Fi,Space;Cyberpunk;Cyborg;Full CGI;Fugitive;Robots;Trains;Artificial Intelligence;Ensemble Cast;Slapstick,77.0,2025-07-03,JP
Kanojo ga Separate wo Matou Riyuu,,ONA,1.0,13.0,MANGA,SUMMER,Hentai,,,2025-07-04,JP
Busu ni Hanataba wo.,,TV,13.0,25.0,MANGA,SUMMER,Comedy;Romance,Heterosexual;Female Protagonist;Iyashikei;Primarily Teen Cast;Body Image;Seinen;School;Coming of Age;Love Triangle;Table Tennis,69.0,2025-07-04,JP
